filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
UXOHOG_no_solvent.cif,0.019,143.88615,513.2196,591.336,2630.25,5436,6768,72,216,288,360,28.251,26.144,19.38,45.524,841,928,696,1624,8,16,32,48,80,4.0296,4.2504,8.28,-6.16,-2.6,-8.76,84,92,176,8,4,12,2.6,2.44,5.04,257.4691,533.664,880.9656,1007.383,1081,2196,3556,38,158,232,788,890,16.2422,39.0082,57.8266,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.009571901,0.003011218,0.004197341,0.003530769,0.001110743,0.006139935,0.002970055,0.000934348,0.000617089,0.00341113,0.001624811,6.56E-06,1.82E-07,-6.70E-06,1.19E-05,2.62E-05,3.71E-05,-3.14E-05,-5.85E-05,-1.72E-06,-4.56E-07,-3.13E-05,-7.75E-06,3.65E-05,3.29E-05,0.000119741,-4.81E-10,-2.43E-06,-2.02E-06,-6.32E-07,1.13E-05,1.15E-06,-2.09E-06,6.94E-05,7.06E-05,3.87E-06,4.51E-05,2.63E-06,4.68E-05,3.76E-06,2.40E-06,0
ValZnCl_no_solvent,0.00997,110.9745,373.691,572.889,1464,4454,2820,72,216,302,224,20.6394,26.4,37.29,66.2145,900,1110,1470,1950,16,25,70,135,160,4.8601,8.5543,12.3664,-7.75,-7.75,-13.73,113,221,415,11,18,48,2.84,5.26,11.52,186.2779,384.605,654.4302,828.3034,637,1358,1978,30,136,165,565,616,10.7662,26.0728,38.9273,31.66244444,54.83333333,129.1111111,2.833333333,9.388888889,0.550988889,125.4927778,203.1748869,205.4639352,10.88888889,10.72222222,-2.444444444,0.504444444,0.48,-3.788047778,-3.998763889,32.535,131.8029737,2.441666667,-0.666666667,-7.50711,0.016984894,-0.014401137,0.010633624,0.006613694,-0.005607613,0.029642219,0.004113456,-0.003487713,-0.002686489,0.01420096,-0.015631743,1.04E-05,7.46E-06,-3.10E-06,-3.46E-05,1.43E-05,5.92E-05,9.37E-05,-2.79E-05,0.000226957,-6.08E-05,-0.000223171,-0.000121953,0.000254901,2.20E-05,5.52E-05,9.67E-06,-4.13E-09,-3.77E-06,-3.63E-07,2.75E-05,-3.71E-06,1.03E-05,-1.59E-05,7.76E-06,-2.04E-05,-1.06E-05,3.23E-05,4.16E-05,-1.73E-06,0.000135583,1
ValZnFor_no_solvent,0.00209,224.7902,856.1788,1042.8704,2942,8764,8864,132,420,624,684,41.0804,27.06,29.4525,59.8455,900,1140,1260,1800,14,25,60,115,140,4.8339,7.0609,10.8206,-8.15,-6.3,-13.17,112,168,360,13,12,42,2.86,3.78,10.08,181.4379,371.229,627.1502,765.6034,636,1344,1936,29,124,158,522,556,10.6293,25.5178,37.6508,22.2224,59,94.5,2,6.666666667,0.542766667,95.67333333,144.1297393,140.4322013,8.833333333,6.833333333,-2.333333333,0.406666667,0.28,-2.574961667,-3.539258333,9.363333333,17.32589433,0,-0.666666667,0,0.013941628,-0.01198622,0.008105574,0.005372332,-0.004618826,0.022376524,0.003560753,-0.003061333,-0.002404642,0.011649612,-0.012750888,2.24E-06,-9.22E-06,-1.24E-05,7.50E-06,-4.34E-06,1.03E-05,-9.88E-06,-2.58E-07,7.81E-05,-8.48E-05,-2.90E-05,-1.20E-06,7.43E-05,-8.55E-05,0.000128144,-3.09E-07,-1.58E-06,4.55E-06,-1.69E-06,3.81E-05,2.20E-05,-3.13E-05,1.06E-05,-1.89E-05,1.37E-06,-1.55E-05,5.43E-07,3.72E-05,-1.57E-05,1.70E-05,2
WAJHUM_no_solvent.cif,0.00506,376.768,1552.9072,1978.1376,5604,14224,21120,272,864,1288,1696,88.6512,18.0944,15.03,40.5546,454.5,528,486,1188,10,16,40,64,100,3.8544,5.8079,9.8472,-8.5,-4.94,-17.69,34,42,93,6,4,15,2.36,2.2,5.74,144.0441,255.969,399.6456,462.213,711,1260,1944,18,66,90,294,306,8.9442,19.1268,27.591,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.001859858,-0.000118472,0.001200112,0.000826816,-5.27E-05,0.002005168,0.000569634,-3.63E-05,-1.10E-05,0.000419658,-8.80E-05,5.23E-07,6.99E-07,2.43E-08,-3.02E-06,-1.21E-06,2.73E-06,8.16E-06,1.56E-06,-1.25E-06,-4.71E-06,-6.82E-06,5.29E-06,3.72E-05,-9.76E-06,1.75E-05,-8.77E-08,5.01E-07,-3.25E-06,-7.84E-06,2.04E-05,7.09E-06,1.58E-05,-1.78E-06,1.15E-07,-3.07E-06,5.66E-07,9.43E-06,1.85E-05,2.84E-05,7.29E-05,0
WEHPIJ_no_solvent.cif,0.00704,129.9856,423.5904,627.456,1407,4188,3360,60,168,192,120,17.6076,38.8032,34.2912,57.528,729,1296,1134,1944,12,36,72,108,216,5.5188,5.67,11.6424,-9.36,-6.96,-8.04,114,120,252,24,18,36,3.18,3.06,5.88,145.8954,310.6514,476.396,589.532,594,1304,1736,22,92,118,408,412,9.215,22.0406,32.404,32.68,64,112,1,3,0.5329,39.22,119.78,167.555366,4,18,-2,-0.08,0.64,-12,-10.41422,54.76,233.945228,2.17,2,1.88578,0.007830817,0.001409687,0.006753026,0.003407149,0.000613348,0.008637792,0.001719031,0.000309456,0.00023253,0.00327472,0.000784533,2.98E-05,-1.63E-05,-4.66E-05,-6.00E-05,-6.08E-05,0.000165346,0.000136488,0.000125821,2.52E-05,-9.81E-05,8.99E-05,8.65E-05,0.000134075,0.00016195,0.000278843,1.41E-08,1.42E-05,-2.68E-05,-4.62E-05,0.000144808,2.57E-05,3.45E-05,-3.69E-05,-0.000133831,-1.69E-05,3.83E-05,7.95E-05,0.00026922,0.000186896,0.000500943,0
WEHPOP_no_solvent.cif,0.0068,181.9718,662.8828,941.704,1646,5164,4900,110,317,432,454,27.0949,39.4224,34.8384,58.446,784,1344,1176,2016,12,36,72,108,216,5.2998,5.445,11.1804,-9.18,-6.78,-7.68,120,126,264,24,18,36,2.88,2.76,5.28,145.8954,310.6514,476.396,589.532,594,1304,1736,22,92,118,408,412,9.215,22.0406,32.404,32.68,64,112,1,3,0.5329,39.22,119.78,167.555366,4,18,-2,-0.08,0.64,-12,-10.41422,54.76,233.945228,2.17,2,1.88578,0.00801217,0.000711752,0.006751232,0.003477497,0.000308919,0.008899559,0.001791227,0.000159122,0.000100867,0.002905844,0.000407222,2.06E-05,-3.66E-05,-3.39E-05,-3.52E-05,-2.03E-05,0.000129892,8.33E-05,4.30E-05,7.65E-05,-3.45E-05,4.71E-05,1.33E-05,9.18E-05,6.99E-05,0.000116771,2.49E-08,1.22E-05,-3.43E-05,-5.65E-05,0.000192262,3.05E-05,9.48E-05,-2.94E-05,-9.08E-05,-7.01E-05,1.63E-05,6.37E-05,0.000262205,0.000246597,0.000410706,0
WOFOUR-1-Ni_no_solvent,0.0049,436.6155,1775.6088,2636.7264,21000,40932,50688,336,864,1314,1584,85.6788,34.42,28.4972,92.8172,3130,1800,4816,4120,16,26,60,120,176,4.8299,7.26,13.6133,-5.95,-2.56,-12.11,194,88,590,15,12,52,2.86,1.76,10.13,144.9132,317.271,477.11,548.817,540,1248,1434,24,92,126,412,416,9.6088,23.3618,32.558,21.128,49,56,4,12,0.5625,167.24,233.945228,150.325228,14,13,-2,0.72,0.74,-2.01422,1.88578,0,0,0,0,0,0.010181851,-0.003536275,0.007289609,0.004514012,-0.001567769,0.011045078,0.002795253,-0.000970824,-0.000755302,0.005321177,-0.002375453,3.45E-05,5.30E-06,-4.82E-05,-5.86E-05,-7.66E-05,0.000155949,0.000124716,0.000162929,-7.42E-06,-1.18E-05,8.20E-05,0.000107111,9.97E-05,0.000130298,0.000170221,1.09E-07,4.40E-05,-6.29E-05,-7.86E-05,6.19E-05,4.40E-05,0.000120089,-6.58E-05,-0.000201239,-0.000227414,9.51E-05,0.000123128,0.000283408,0.000338338,0.000476356,2
WOLREV_no_solvent.cif,0.029,229.0059,836.1216,1564.3876,3051,11634,14344,184,504,882,984,45.27,18.848,37.696,37.86133333,625,700,1400,2133.333333,9.333333333,18,54,90,114,4.17,8.34,11.02733333,-5.96,-11.92,-9.96,72,144,148,6,16,16,2.56,5.12,5.04,413.8781,941.5104,1427.1324,1664.356,1844,4344,6352,61,264,348,1356,1592,28.3845,69.8024,104.7604,7.752,49,42,4,8,0.5625,109.52,138.38,83.62,1,1,0,-0.02,-0.02,-3.9,-3.9,54.76,193.14,0.98,-1,-7.8,0.004198741,-0.000900045,0.003574106,0.001898406,-0.000406944,0.006410988,0.001008349,-0.00021615,-0.000120763,0.001902505,-0.000729948,2.90E-07,-3.19E-08,-6.34E-07,2.56E-07,-1.10E-06,1.32E-06,-5.65E-07,2.29E-06,1.80E-07,-2.84E-07,-6.41E-07,2.24E-06,3.89E-07,-6.65E-07,4.68E-06,-6.95E-12,4.32E-06,-1.41E-05,-1.53E-05,5.19E-05,3.63E-05,5.62E-05,-1.22E-05,-1.89E-05,-2.06E-05,3.97E-05,4.29E-05,6.20E-05,6.65E-05,7.20E-05,0
WOLRIZ_no_solvent.cif,0.00482,401.0568,2343.384,3318.9504,12237,45788,65280,448,1456,3164,4464,122.6496,17.404,33.174,56.24,841,705.6666667,1885,2938.666667,10.66666667,11,34.66666667,81,117.3333333,3.2154,7.4612,12.2728,-3.46,-5.426666667,-9.333333333,62.66666667,118.6666667,208,1.666666667,2.666666667,6.666666667,1.81,3.333333333,5.826666667,413.8781,941.5104,1427.1324,1664.356,1844,4344,6352,61,264,348,1356,1592,28.3845,69.8024,104.7604,11.628,49,63,4,9,0.5625,123.95,165.76,125.43,1,1.5,-0.5,-0.02,-0.03,-3.9,-5.85,0,0,0,0,0,0.003541044,-0.000768917,0.003282263,0.001657062,-0.000359822,0.006032607,0.000836574,-0.000181657,-0.000105149,0.001762888,-0.000661331,2.50E-06,-1.68E-05,-1.37E-05,1.12E-05,6.27E-06,2.20E-05,-3.31E-05,-1.88E-05,9.17E-05,-4.33E-05,-6.16E-05,-3.48E-05,5.07E-05,2.81E-05,1.75E-05,-4.12E-12,1.18E-05,-9.46E-06,-2.04E-05,4.01E-05,5.86E-05,2.88E-05,-5.55E-05,-1.99E-05,-6.29E-05,2.68E-05,0.000118598,3.94E-05,4.79E-06,0.000172079,0
WUSGIC_no_solvent.cif,0.00382,134.2552667,621.6326,605.4353333,1944.666667,6746,5970.666667,74.66666667,282.6666667,419.3333333,330.6666667,28.48826667,31.992,24.07925,60.62825,625,1200,1550,2275,11.5,36,78,135,144,6.0882,7.9925,11.69685,-11.34,-5.46,-21.29,102,100.5,196.5,23,16.5,45,3.96,3.285,7.57,60.96987143,86.3352,136.2667429,93.0176,394.4285714,685.7142857,333.7142857,6.428571429,9.714285714,24.57142857,34,11.42857143,3.408085714,6.363257143,7.200628571,20.01097143,64,80,1,3.428571429,0.5329,91.00857143,86.39,52.578014,1.142857143,6,-2.428571429,-0.022857143,0.308571429,-3.428571429,0.67962,97.31142857,56.27078571,0.354285714,1.142857143,0.22654,0.001252548,-9.99E-05,0.001028424,0.000633793,-5.06E-05,0.001079764,0.000390591,-3.12E-05,-1.44E-05,0.000307738,-5.31E-05,3.48E-07,8.04E-08,-1.20E-06,3.52E-06,-4.62E-06,1.30E-05,-2.73E-05,9.17E-06,5.93E-06,-1.04E-05,-3.60E-05,7.56E-06,0.000110759,-2.80E-05,7.18E-05,2.91E-35,1.99E-06,2.17E-06,2.12E-06,3.95E-05,3.35E-06,1.56E-06,-7.83E-06,5.08E-06,4.06E-07,-1.86E-05,3.97E-06,3.42E-05,4.64E-06,5.12E-05,0
XALDAS_no_solvent.cif,0.012,378.8668,1608.36,2009.145,5308,21984,25860,306,917,1524,1938,77.6101,22.704,20.79,63.7065,900,960,3240,2700,12,16,40,84,108,3.8252,8.1744,11.6328,-7.16,-2.7,-18.81,88,72,270,6,3,21,2.32,1.62,6.84,177.0894,355.011,557.1304,682.442,768,1560,2360,26,108,138,484,524,11.5274,26.8422,39.4612,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.00625499,0.001990167,0.004457822,0.002778548,0.000884058,0.00605777,0.001731861,0.000551031,0.000261709,0.001793294,0.001201354,5.89E-07,-3.54E-09,-7.76E-07,-2.06E-07,-1.73E-06,2.69E-06,2.85E-07,3.62E-06,1.82E-06,-1.51E-06,-3.87E-06,-8.41E-07,5.01E-06,4.31E-06,7.98E-06,-6.42E-35,5.83E-06,-7.95E-06,2.64E-06,0.000161732,7.06E-05,-0.00027706,8.93E-05,-0.00036703,0.000160416,-0.000121136,5.56E-05,0.000498064,-0.000217667,0.000100458,0
YATDUV_no_solvent.cif,0.00773,169.474,622.7196,903.4074,3574,13686,11484,120,366,618,624,36.9432,21.384,28.0995,55.3575,900,900,2760,2100,12,16,44,92,112,3.8776,8.4233,10.8468,-6.36,-5.48,-13.75,90,118,290,5,5,20,2.28,2.74,7.44,77.8404,146.0342,208.9782,172.816,372,698,628,10,24,48,136,80,4.8362,10.3804,13.7412,15.47466667,54,64.66666667,3,7.666666667,0.552633333,112.2166667,163.055076,117.9084093,6,6,-1.333333333,0.213333333,0.213333333,-5.271406667,-4.671406667,28.09,87.98,1.78,-2,-12,0.002758884,-0.000119109,0.001556694,0.001182003,-5.10E-05,0.002193027,0.000897499,-3.87E-05,-1.75E-05,0.000750612,-7.19E-05,2.71E-09,9.14E-09,-1.49E-08,-1.57E-09,2.08E-08,5.88E-09,2.31E-09,-3.07E-08,-5.04E-08,7.03E-08,8.64E-09,-1.15E-07,9.07E-10,-1.21E-08,1.60E-07,-1.79E-35,-7.36E-07,-7.09E-06,-1.08E-05,6.27E-05,3.74E-05,4.28E-05,2.58E-06,3.24E-06,5.73E-06,2.55E-05,3.87E-05,2.92E-05,4.55E-05,7.34E-05,0
Y-BTC_no_solvent,0.00427,454.0444,3186.6272,3266.3424,8316,24296,29376,432,1656,2144,2496,107.5864,34.7456,18.666,43.8468,1521,2262,1404,3276,12,81,171,162,270,9.5355,7.5306,14.67,-17.5,-7.98,-21.3,293,198,384,62,36,78,8.82,5.16,10.56,144.0441,255.969,399.6456,462.213,711,1260,1944,18,66,90,294,306,8.9442,19.1268,27.591,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.004976287,0.000585367,0.004647467,0.003014821,0.000354638,0.004861808,0.001955721,0.000230054,0.000124934,0.001712743,0.000370993,3.90E-06,-1.36E-05,-4.36E-06,5.85E-07,5.05E-06,0.000158881,1.44E-06,-3.80E-05,1.00E-05,-2.62E-05,-7.45E-06,1.88E-06,9.78E-06,-1.02E-05,2.05E-05,-4.75E-07,-3.14E-06,-2.12E-05,-6.68E-06,2.31E-06,-1.06E-05,1.19E-05,-2.38E-05,2.46E-05,4.60E-06,-0.000155206,-3.48E-05,0.000172494,4.10E-05,1.66E-05,1
Y-FTZB-MOF_no_solvent,0.134,727.3316,5864.4864,8835.8208,12986,93456,136584,1116,4224,8904,14568,214.377,36.7952,36.9416,154.3056,1521,2730,8385,10179,43,81,234,756,1512,10.7743,21.7605,47.3515,-19.18,-14.42,-74.02,281,292,1416,55,33,219,8.06,7.84,41.04,497.2725,1747.0884,4076.0302,5700.56,1858,6085,14400,69,860,1419,12544,13690,25.3053,112.4077,226.1577,71.9604,56.5,292.5,5.25,27,0.5477,132.435,274.372797,348.6234455,16.5,21,-6.5,0.67,1.08,-7.26422,-4.10133,27.5784,233.1425989,9.92,-0.083333333,-23.81273667,0.025550159,0.010765106,0.008320723,0.009350593,0.003939706,0.023129298,0.010507932,0.004427331,0.005892104,0.034591469,0.010951289,3.19E-08,4.43E-07,-1.00E-06,-1.36E-06,-3.07E-06,4.42E-07,-5.05E-06,-1.14E-05,-1.39E-05,-4.27E-05,4.26E-05,9.64E-05,5.77E-05,0.000130586,0.0002957,5.84E-06,-0.000441592,0.000257363,-5.92E-05,0.000343422,-7.19E-05,-0.000366693,-0.000129655,-0.000679057,0.000143801,7.47E-05,-2.10E-05,0.000398727,-7.89E-05,3.91E-05,1
YOZROW_no_solvent.cif,0.012,1316.904,7485.8464,10654.3072,17556,72776,98784,1376,3872,6984,9600,306.1184,36.44693333,38.352,65.74986667,729,1386,1296,1764,13.33333333,36,84,144,176,5.8044,7.7616,10.7856,-8.106666667,-5.36,-9.906666667,110.6666667,168,294.6666667,22,24,50.66666667,2.953333333,3.92,8.24,89.1829,169.779,249.0782,244.6086,409,780,906,12,34,58,158,132,5.566,12.1352,16.021,26.4184,56.5,120.25,2.5,7.5,0.5477,113.565,173.5294605,142.4644605,6.75,5.75,-2,0.24,0.26,-5.7053325,-1.8053325,0,0,0,0,0,0.004044546,-0.002770309,0.002513371,0.001695014,-0.001160999,0.004593352,0.001143115,-0.000782976,-0.000464095,0.001836137,-0.002121802,5.21E-06,-2.25E-05,-2.08E-05,3.33E-05,-4.84E-08,3.14E-05,-8.10E-05,-6.80E-09,9.52E-05,2.17E-06,-0.00015486,2.92E-06,0.000283353,-9.08E-06,1.16E-06,-7.73E-09,-6.83E-06,7.46E-06,-1.38E-05,0.000152486,4.77E-05,-9.36E-05,2.88E-05,-7.48E-05,0.000151759,-2.22E-05,6.96E-05,8.85E-05,-0.000120796,0.00028249,0
ZIF-1001_no_solvent,0.00715,100.8392333,243.9592,401.888,1427.333333,3996,2156,48,144,180,144,17,20.064,36.355,56.144,900,840,1540,2300,12.66666667,16,48,82.66666667,146.6666667,3.93,7.982266667,12.32273333,-5.56,-8.833333333,-13.12666667,92,188.6666667,303.3333333,4,11.33333333,14,2.24,4.386666667,7.186666667,86.44995,191.7613333,282.9228667,280.498,365,841.3333333,850,13.16666667,44.66666667,71,239.3333333,192,5.820383333,14.05896667,19.92346667,22.192,49,91,4,10.33333333,0.5625,143.19,227.558769,200.592614,3,8,-1.166666667,0.023333333,0.34,-7.317851667,-4.90711,45.63333333,139.3666667,0.816666667,0,-6.5,0.006774266,-0.00597596,0.004716515,0.00291069,-0.002567683,0.009612213,0.001796267,-0.001584588,-0.00112873,0.004225439,-0.005232915,6.99E-06,4.48E-06,-1.62E-05,2.55E-06,-2.38E-05,2.55E-05,-4.65E-06,4.56E-05,-1.11E-05,-1.50E-05,-7.38E-06,5.32E-05,3.14E-06,-6.07E-06,8.52E-05,2.82E-07,-9.95E-07,-1.85E-06,-6.00E-06,1.86E-05,4.43E-06,1.13E-05,1.80E-06,1.21E-06,8.58E-06,-5.28E-06,8.60E-06,3.75E-05,1.91E-05,6.55E-05,2
ZIF-1002_no_solvent,0.016,99.9262,242.5872,398.9088,1423,3972,2142,48,144,180,144,17.01,20.064,36.0855,58.564,900,840,1530,2320,13.33333333,16,48,85.33333333,150.6666667,3.93,7.991,12.64586667,-5.56,-8.67,-13.49333333,92,189,322.6666667,4,10.66666667,15.66666667,2.24,4.38,7.813333333,104.270025,241.5273833,384.76795,385.0904167,390.75,923.8333333,1046.666667,16.66666667,63,104.8333333,365.3333333,361.1666667,6.606066667,16.84001667,24.57558333,22.74933333,49,91.58333333,4,10.66666667,0.5625,145.595,233.117538,203.3719985,4,8.5,-1.333333333,0.086666667,0.371666667,-6.835703333,-4.666035833,41.07,125.43,0.735,0.333333333,-5.85,0.016330779,-0.008938211,0.008162054,0.006747916,-0.00369329,0.021374163,0.005578788,-0.003053399,-0.002748972,0.015909115,-0.009671704,7.96E-06,-1.06E-05,-4.03E-06,-3.24E-06,1.89E-05,9.67E-06,1.39E-06,7.00E-05,2.11E-05,-9.41E-05,-2.58E-06,-0.000119283,5.11E-06,1.77E-05,0.000542559,-1.88E-06,-2.51E-06,-9.12E-06,-1.50E-05,2.08E-05,1.59E-05,2.49E-05,6.16E-06,1.61E-05,1.53E-05,3.16E-05,3.80E-05,8.40E-05,1.78E-05,0.000363844,2
ZIF-1003_no_solvent,0.00924,100.8392333,243.9592,401.888,1427.333333,3996,2156,48,144,180,144,17,20.064,36.355,56.144,900,840,1540,2300,12.66666667,16,48,82.66666667,146.6666667,3.93,7.982266667,12.32273333,-5.56,-8.833333333,-13.12666667,92,188.6666667,303.3333333,4,11.33333333,14,2.24,4.386666667,7.186666667,89.37048333,201.1346667,292.9868667,302.1652,773.3333333,1004.666667,1585,13.5,47.66666667,75.66666667,258.6666667,215,6.253583333,14.92536667,21.09386667,22.192,49,91,4,10.33333333,0.5625,143.19,227.558769,200.592614,3,8,-1.166666667,0.023333333,0.34,-7.317851667,-4.90711,119.1333333,218.4666667,1.206666667,-0.333333333,2.230963333,0.006774003,-0.005925836,0.004441767,0.00290068,-0.002537488,0.009276893,0.001894278,-0.001657097,-0.001146426,0.004191259,-0.005299694,7.47E-06,-1.73E-06,-1.41E-05,2.87E-06,-2.41E-05,2.61E-05,-5.09E-06,4.56E-05,3.75E-06,3.71E-06,-6.25E-06,4.31E-05,2.54E-06,-6.54E-06,8.55E-05,1.43E-07,-1.65E-06,-4.70E-07,-5.10E-06,1.59E-05,4.11E-06,2.33E-06,3.34E-06,-4.92E-06,1.54E-05,-3.53E-06,7.44E-06,2.61E-05,6.26E-06,5.53E-05,2
ZIF-1004_no_solvent,0.011,100.8392333,243.9592,401.888,1427.333333,3996,2156,48,144,180,144,17,20.064,36.355,56.144,900,840,1540,2300,12.66666667,16,48,82.66666667,146.6666667,3.93,7.982266667,12.32273333,-5.56,-8.833333333,-13.12666667,92,188.6666667,303.3333333,4,11.33333333,14,2.24,4.386666667,7.186666667,89.77848333,201.768,293.6668667,303.8398667,461.3333333,920.6666667,1105,13.5,47.66666667,75.66666667,258.6666667,215,6.147083333,14.81136667,20.93986667,22.192,49,91,4,10.33333333,0.5625,143.19,227.558769,200.592614,3,8,-1.166666667,0.023333333,0.34,-7.317851667,-4.90711,81.16,194.36,1.34,-0.333333333,-2.035703333,0.006723741,-0.005804177,0.004833273,0.003014075,-0.002601859,0.009630308,0.001879606,-0.001622544,-0.001141656,0.004225634,-0.00518421,3.75E-06,-4.04E-07,-8.76E-06,1.32E-06,-1.75E-05,5.10E-05,-7.89E-06,5.95E-05,1.44E-06,7.28E-07,-5.61E-06,4.22E-05,2.05E-06,-6.28E-06,8.51E-05,1.50E-07,1.03E-06,-3.12E-06,4.37E-07,2.38E-05,4.76E-06,8.53E-07,2.23E-06,-2.73E-06,1.54E-05,-2.71E-06,7.38E-06,2.52E-05,6.96E-06,5.84E-05,2
ZIF-11_no_solvent,0.039158341,91.7089,230.2392,372.096,1384,3756,2016,48,144,180,144,17.1,20.064,33.66,78.18525,900,840,1440,2700,18.5,16,48,106,220,3.93,8.0696,15.93615,-5.56,-7.2,-16.86,92,192,465,4,5.5,19,2.24,4.32,12.07,117.76695,325.1735,545.86095,592.6355,447.75,1341.5,1599.5,19.25,98.5,177,760,663.25,7.818525,24.4967,36.8742,34.257,49,141.75,4,13.25,0.5625,167.24,295.0482675,311.341421,9.875,12.125,-2.625,0.4275,0.5075,-5.6463875,-7.848165,0,0,0,0,0,0.012437182,-0.009224885,0.007549361,0.005383242,-0.003992849,0.022352208,0.003838642,-0.002847191,-0.002493842,0.013960678,-0.011822059,2.00E-11,5.96E-11,-1.30E-10,1.32E-10,-2.03E-11,3.36E-11,-1.67E-10,2.34E-11,-3.88E-10,-5.96E-11,-8.90E-10,1.61E-10,9.67E-10,-2.19E-10,9.27E-11,3.17E-08,1.41E-06,2.44E-05,-1.62E-05,4.43E-05,6.08E-05,-8.79E-05,-6.94E-06,1.01E-05,-6.70E-06,-0.000120493,8.03E-05,0.000174432,-0.000116246,7.75E-05,1
ZIF-300_no_solvent,0.021,104.7139,279.5817,465.12,1456,4656,2520,60,220,269,268,21.1887,20.064,42.075,82.0215,900,840,1800,3240,19,16,56,128,244,3.93,10.087,18.0125,-5.56,-9,-18.36,92,240,462,2,8,15,2.24,5.4,11.14,266.52786,759.28224,1301.01888,1577.41836,6880.2,16237.2,33356.4,39.6,225,356.4,1863,2209.2,22.62108,69.2118,114.84648,37.09813333,49,173.8333333,6.5,20.5,0.5625,209.05,336.2329737,296.7832777,6.166666667,11.33333333,-1.333333333,0.126666667,1.04,-10.903555,-1.872515,294,956.9,1.754722222,-0.555555556,46.51309889,0.004272578,-0.004204781,0.001704204,0.001484906,-0.001461344,0.00430376,0.001293828,-0.001273298,-0.001025595,0.003020448,-0.003690446,2.79E-06,-1.12E-06,-1.11E-05,1.71E-06,-6.78E-06,9.01E-06,-3.08E-06,1.22E-05,4.47E-06,2.73E-06,-6.82E-06,2.70E-05,1.05E-06,-4.17E-06,1.65E-05,7.02E-09,3.84E-07,1.25E-06,-3.37E-06,2.57E-06,-3.05E-06,-1.60E-06,4.29E-07,2.09E-06,-1.65E-05,9.88E-06,-2.25E-05,8.16E-06,-2.16E-05,7.57E-05,2
